"","variable_set","s","group","quantity","est","se","ci_ll","ci_ul","pval"
"65","Day210IgG3gp70.BF1266.431a.V1V240delta","30",FALSE,"Predictiveness",0.628187564006416,0.0533785374215144,0.523567553112824,0.732807574900008,NA
"66","Day210IgG3gp70.Ce1086.B2.V1V240delta","10",FALSE,"Predictiveness",0.619799023583135,0.053625014900373,0.514695925707981,0.72490212145829,NA
"67","Day210IgG3gp70.B.CaseA.V1.V240delta","11",FALSE,"Predictiveness",0.623223624031956,0.0552611782719839,0.51491370487562,0.731533543188292,NA
"68","Day210IgGAE.A244.V1V2.Tags_293F50delta","15",FALSE,"Predictiveness",0.624137772390659,0.0560790484959912,0.514224857051241,0.734050687730077,NA
"69","Day210IgGC.1086C.V1.V2.Tags50delta","31",FALSE,"Predictiveness",0.6200586332552,0.057981563440667,0.506416857144169,0.733700409366232,NA
"70","Day210IgGgp70_001428.2.42.V1V250delta","32",FALSE,"Predictiveness",0.619309990343541,0.0548674391267516,0.511771785731164,0.726848194955918,NA
"71","Day210IgGgp70_1012.11.TC21.3257.V1V250delta","33",FALSE,"Predictiveness",0.620010283070253,0.0537990010770485,0.514566178555006,0.725454387585499,NA
"72","Day210IgGgp70_1394C9G1.V1V250delta","36",FALSE,"Predictiveness",0.619812470980928,0.0556330973994315,0.510773603729634,0.728851338232223,NA
"73","Day210IgGgp70_9004SS.A3.4.V1V250delta","34",FALSE,"Predictiveness",0.609042252115868,0.059906826477184,0.491627029792497,0.726457474439239,NA
"74","Day210IgGgp70_BF1266.431a.V1V250delta","35",FALSE,"Predictiveness",0.617106659722763,0.0536217488068919,0.512009963273202,0.722203356172325,NA
"75","Day210IgGgp70_Ce1086.B2.V1V250delta","18",FALSE,"Predictiveness",0.628471834839067,0.062474545487863,0.506023975732346,0.750919693945788,NA
"76","Day210IgGgp70.B.CaseA.V1.V250delta","37",FALSE,"Predictiveness",0.617794267324828,0.05915735782595,0.501847976565417,0.733740558084239,NA
"77","comb_PC1_prim","38",FALSE,"Predictiveness",0.623218028228379,0.0535697078422909,0.518223330195156,0.728212726261602,NA
"78","comb_PC2_prim","39",FALSE,"Predictiveness",0.613908110935674,0.0556035471800965,0.504927161050011,0.722889060821337,NA
"79","comb_maxsig.div.score_prim","40",FALSE,"Predictiveness",0.627498659880546,0.0582731591641587,0.513285366653425,0.741711953107667,NA
"80","comb_PC1_all","41",FALSE,"Predictiveness",0.617527882357354,0.0536401916398613,0.512395038619399,0.722660726095308,NA
"81","comb_PC2_all","42",FALSE,"Predictiveness",0.61994292923915,0.0579960094313444,0.50627283950667,0.733613018971631,NA
"82","comb_maxsig.div.score_all","43",FALSE,"Predictiveness",0.612739995878754,0.0555454336490992,0.50387294642086,0.721607045336647,NA
"83","comb_nlPCA1_prim","44",FALSE,"Predictiveness",0.619799023583135,0.053625014900373,0.514695925707981,0.72490212145829,NA
"84","comb_nlPCA2_prim","45",FALSE,"Predictiveness",0.627754874753015,0.0572000139205322,0.515644907553582,0.739864841952447,NA
"85","comb_nlPCA1_all","28",FALSE,"Predictiveness",0.626241729604182,0.053347289140177,0.521682964216591,0.730800494991774,NA
"86","comb_nlPCA2_all","19",FALSE,"Predictiveness",0.620251329073524,0.0528951701228405,0.516578700676637,0.72392395747041,NA
